,spin,model,strength,polar angle,azimuthal angle
594,0.001,ring,1e-09,0.9424777960769379,0
595,0.1,ring,1e-09,0.9424777960769379,0
596,0.2,ring,1e-09,0.9424777960769379,0
597,0.3,ring,1e-09,0.9424777960769379,0
598,0.4,ring,1e-09,0.9424777960769379,0
599,0.5,ring,1e-09,0.9424777960769379,0
600,0.75,ring,1e-09,0.9424777960769379,0
601,0.9,ring,1e-09,0.9424777960769379,0
602,0.99,ring,1e-09,0.9424777960769379,0
603,0.001,ring,1e-08,0.9424777960769379,0
604,0.1,ring,1e-08,0.9424777960769379,0
605,0.2,ring,1e-08,0.9424777960769379,0
606,0.3,ring,1e-08,0.9424777960769379,0
607,0.4,ring,1e-08,0.9424777960769379,0
608,0.5,ring,1e-08,0.9424777960769379,0
609,0.75,ring,1e-08,0.9424777960769379,0
610,0.9,ring,1e-08,0.9424777960769379,0
611,0.99,ring,1e-08,0.9424777960769379,0
612,0.001,ring,1e-07,0.9424777960769379,0
613,0.1,ring,1e-07,0.9424777960769379,0
614,0.2,ring,1e-07,0.9424777960769379,0
615,0.3,ring,1e-07,0.9424777960769379,0
616,0.4,ring,1e-07,0.9424777960769379,0
617,0.5,ring,1e-07,0.9424777960769379,0
618,0.75,ring,1e-07,0.9424777960769379,0
619,0.9,ring,1e-07,0.9424777960769379,0
620,0.99,ring,1e-07,0.9424777960769379,0
621,0.001,ring,1e-06,0.9424777960769379,0
622,0.1,ring,1e-06,0.9424777960769379,0
623,0.2,ring,1e-06,0.9424777960769379,0
624,0.3,ring,1e-06,0.9424777960769379,0
625,0.4,ring,1e-06,0.9424777960769379,0
626,0.5,ring,1e-06,0.9424777960769379,0
627,0.75,ring,1e-06,0.9424777960769379,0
628,0.9,ring,1e-06,0.9424777960769379,0
629,0.99,ring,1e-06,0.9424777960769379,0
630,0.001,ring,1e-12,1.2566370614359172,0
631,0.1,ring,1e-12,1.2566370614359172,0
632,0.2,ring,1e-12,1.2566370614359172,0
633,0.3,ring,1e-12,1.2566370614359172,0
634,0.4,ring,1e-12,1.2566370614359172,0
635,0.5,ring,1e-12,1.2566370614359172,0
636,0.75,ring,1e-12,1.2566370614359172,0
637,0.9,ring,1e-12,1.2566370614359172,0
638,0.99,ring,1e-12,1.2566370614359172,0
639,0.001,ring,1e-11,1.2566370614359172,0
640,0.1,ring,1e-11,1.2566370614359172,0
641,0.2,ring,1e-11,1.2566370614359172,0
642,0.3,ring,1e-11,1.2566370614359172,0
643,0.4,ring,1e-11,1.2566370614359172,0
644,0.5,ring,1e-11,1.2566370614359172,0
645,0.75,ring,1e-11,1.2566370614359172,0
646,0.9,ring,1e-11,1.2566370614359172,0
647,0.99,ring,1e-11,1.2566370614359172,0
648,0.001,ring,1e-10,1.2566370614359172,0
649,0.1,ring,1e-10,1.2566370614359172,0
650,0.2,ring,1e-10,1.2566370614359172,0
651,0.3,ring,1e-10,1.2566370614359172,0
652,0.4,ring,1e-10,1.2566370614359172,0
653,0.5,ring,1e-10,1.2566370614359172,0
654,0.75,ring,1e-10,1.2566370614359172,0
655,0.9,ring,1e-10,1.2566370614359172,0
656,0.99,ring,1e-10,1.2566370614359172,0
657,0.001,ring,1e-09,1.2566370614359172,0
658,0.1,ring,1e-09,1.2566370614359172,0
659,0.2,ring,1e-09,1.2566370614359172,0
660,0.3,ring,1e-09,1.2566370614359172,0
661,0.4,ring,1e-09,1.2566370614359172,0
662,0.5,ring,1e-09,1.2566370614359172,0
663,0.75,ring,1e-09,1.2566370614359172,0
664,0.9,ring,1e-09,1.2566370614359172,0
665,0.99,ring,1e-09,1.2566370614359172,0
666,0.001,ring,1e-08,1.2566370614359172,0
667,0.1,ring,1e-08,1.2566370614359172,0
668,0.2,ring,1e-08,1.2566370614359172,0
669,0.3,ring,1e-08,1.2566370614359172,0
670,0.4,ring,1e-08,1.2566370614359172,0
671,0.5,ring,1e-08,1.2566370614359172,0
672,0.75,ring,1e-08,1.2566370614359172,0
673,0.9,ring,1e-08,1.2566370614359172,0
674,0.99,ring,1e-08,1.2566370614359172,0
675,0.001,ring,1e-07,1.2566370614359172,0
676,0.1,ring,1e-07,1.2566370614359172,0
677,0.2,ring,1e-07,1.2566370614359172,0
678,0.3,ring,1e-07,1.2566370614359172,0
679,0.4,ring,1e-07,1.2566370614359172,0
680,0.5,ring,1e-07,1.2566370614359172,0
681,0.75,ring,1e-07,1.2566370614359172,0
682,0.9,ring,1e-07,1.2566370614359172,0
683,0.99,ring,1e-07,1.2566370614359172,0
684,0.001,ring,1e-06,1.2566370614359172,0
685,0.1,ring,1e-06,1.2566370614359172,0
686,0.2,ring,1e-06,1.2566370614359172,0
687,0.3,ring,1e-06,1.2566370614359172,0
688,0.4,ring,1e-06,1.2566370614359172,0
689,0.5,ring,1e-06,1.2566370614359172,0
690,0.75,ring,1e-06,1.2566370614359172,0
691,0.9,ring,1e-06,1.2566370614359172,0
692,0.99,ring,1e-06,1.2566370614359172,0
